"","opa_account_num","Parcel_Id","address","MUSA_ID"
"51","122266200","086N040015","5605%20%20DEVON%20ST","MUSA_10042"
"52","21310400","008S140045","1122%20%20LATONA%20ST","MUSA_10043"
"53","391144200","034S030140","148%20%20ROSEBERRY%20ST","MUSA_10044"
"54","371102800","032N120132","2559%20N%208TH%20ST","MUSA_10045"
"55","331394900","043N170076","3521%20%20K%20ST","MUSA_10046"
"56","71232500","036N070136","478%20%20HART%20LA","MUSA_10047"
"57","522086100","110N090066","5416%20%20DIAMOND%20ST","MUSA_10048"
"58","51209020","004S060484","216%20%20LOMBARD%20ST","MUSA_10049"
"59","OPA IS ZERO LENGTH","0Length","900%20W%20SPENCER%20ST","MUSA_1005"
"60","884213700","019S020096","200%20S%20HANSON%20ST","MUSA_10050"
"61","411453910","0Length","5704%20%20KEYSTONE%20ST","MUSA_10051"
"62","71033400","038N220058","152%20W%20ALLEGHENY%20AV","MUSA_10052"
"63","592176000","052N020231","200%20E%20JOHNSON%20ST","MUSA_10053"
"64","352288000","137N220628","5930%20%20PALMETTO%20ST","MUSA_10054"
"65","883554800","0Length","6701%20N%20BROAD%20ST","MUSA_10055"
"66","351384200","142N020035","5902%20%20LANGDON%20ST","MUSA_10056"
"67","102205900","109N050328","1750%20E%20TULPEHOCKEN%20ST","MUSA_10057"
"68","OPA IS ZERO LENGTH","0Length","219%20S%2042ND%20ST","MUSA_10058"
"69","71334300","037N140245","3063%20N%20LEE%20ST","MUSA_10059"
"70","453043200","080N120161","2880%20%20SELLERS%20ST","MUSA_1006"
"71","71334400","037N140246","3065%20N%20LEE%20ST","MUSA_10060"
"72","612251400","135N090265","5879%20N%207TH%20ST","MUSA_10061"
"73","881822520","0Length","3700%20%20SPRUCE%20ST","MUSA_10062"
"74","882073975","151N140308","9307%20%20KREWSTOWN%20RD","MUSA_10063"
"75","262253000","030S150046","1929%20%20DURFOR%20ST","MUSA_10064"
"76","532351500","086N080153","1300%20%20ENGLEWOOD%20ST","MUSA_10065"
"77","572105600","153N010449","3354%20%20FORDHAM%20RD","MUSA_10066"
"78","21278700","008S110097","309%20%20MANTON%20ST","MUSA_10067"
"79","881105500","090N220068","4712%20%20LEIPER%20ST","MUSA_10068"
"80","885804380","0Length","5608%20N%20BROAD%20ST","MUSA_10069"
"81","501114100","066N010330","8631%20%20TEMPLE%20RD","MUSA_1007"
"82","881188000","152N240836","2600%20%20WELSH%20RD","MUSA_10070"
"83","161053400","030N200035","2338%20N%20SYDENHAM%20ST","MUSA_10071"
"84","302200700","007S090085","2331%20%20MONTROSE%20ST","MUSA_10072"
"85","881015500","002S160116","247%20S%20JUNIPER%20ST","MUSA_10073"
"86","778009005","106N080040","2601%20%20HOLME%20AV","MUSA_10074"
"87","192289000","036N140274","2927%20N%206TH%20ST","MUSA_10075"
"88","181377700","017N180019","538%20E%20CABOT%20ST","MUSA_10076"
"89","432311800","100N040201","3749%20N%20DARIEN%20ST","MUSA_10077"
"90","OPA IS ZERO LENGTH","001N190361","926%20%20RACE%20ST","MUSA_10078"
"91","342324500","069N010182","1431%20N%20HIRST%20ST","MUSA_10079"
"92","133109600","047N130224","4625%20%20PULASKI%20AV","MUSA_1008"
"93","442066900","061N050135","5239%20%20PENNSGROVE%20ST","MUSA_10080"
"94","871128150","036S240123","4832%20%20WOODLAND%20AV","MUSA_10081"
"95","882840300","090N010258","5223%20%20FRANKFORD%20AV","MUSA_10082"
"96","OPA IS ZERO LENGTH","0Length","2900%20N%20SYDENHAM%20ST","MUSA_10083"
"97","603047150","022S050133","5322%20%20LOCUST%20ST","MUSA_10084"
"98","71033400","038N220058","152%20W%20ALLEGHENY%20AV","MUSA_10085"
"99","132404500","135N140144","1626%20W%20LOUDEN%20ST","MUSA_10086"
"100","881141400","049S200006","7701%20%20LINDBERGH%20BLVD","MUSA_10087"
"101","431040400","040N110047","1237%20W%20HILTON%20ST","MUSA_10088"
"102","381368800","040N190253","2625%20W%20WILLARD%20ST","MUSA_10089"
"103","881443292","005N190291","1440%20%20MT VERNON%20ST","MUSA_1009"
"104","882055310","016S020044","2001%20S%20SWANSON%20ST","MUSA_10090"
"105","871510350","008N140190","208%20W%20GIRARD%20AV","MUSA_10091"
"106","871583780","119N210140","5601%20N%202ND%20ST","MUSA_10092"
"107","604039705","018S180024","5614%20%20WALNUT%20ST","MUSA_10093"
"108","491014300","133N010244","1239%20W%20WINGOHOCKING%20ST","MUSA_10094"
"109","OPA IS ZERO LENGTH","0Length","01%20%20LEVERINGTON%20AV","MUSA_10095"
"110","583130901","143N040010","13475%20%20PROCTOR%20RD","MUSA_10096"
"111","282048500","031N040075","2300%20N%20MYRTLEWOOD%20ST","MUSA_10097"
"112","313003400","018N140097","2309%20E%20NORRIS%20ST","MUSA_10098"
"113","OPA IS ZERO LENGTH","0Length","1700%20%20PAGE%20ST","MUSA_10099"
"114","362370800","010S100309","1351%20%20GROVE%20ST","MUSA_101"
"115","OPA IS ZERO LENGTH","0Length","4445%20%20HOLDEN%20ST","MUSA_1010"
"116","881150575","120N140031","5325%20%20OLD YORK%20RD","MUSA_10100"
"117","632022200","154N060077","916%20%20KENDRICK%20ST","MUSA_10101"
"118","OPA IS ZERO LENGTH","0Length","2506%20%20JACKSON%20ST","MUSA_10102"
"119","881211500","049N140009","215%20W%20WALNUT%20LA","MUSA_10103"
"120","234257200","090N160177","4356%20%20LEIPER%20ST","MUSA_10104"
"121","512073500","036S160048","1741%20S%2053RD%20ST","MUSA_10105"
"122","561537500","078N010166","2346%20%20GRIFFITH%20ST","MUSA_10106"
"123","OPA IS ZERO LENGTH","067N070044","5715%20%20NASSAU%20ST","MUSA_10107"
"124","491246400","085N170076","4509%20N%208TH%20ST","MUSA_10108"
"125","884292800","0Length","3000%20%20MEETINGHOUSE%20RD","MUSA_10109"
"126","OPA IS ZERO LENGTH","0Length","3300%20%20RIDGE%20AVE","MUSA_1011"
"127","511273100","027S100007","5223%20%20CHESTER%20AV","MUSA_10110"
"128","631011000","142N160146","7600%20%20BURHOLME%20AV","MUSA_10111"
"129","321117300","015N070114","1721%20W%20MONTGOMERY%20AV","MUSA_10112"
"130","886601400","058N240119","4142%20%20PARKSIDE%20AV","MUSA_10113"
"131","886904200","008N200508","973%20N%207TH%20ST","MUSA_10114"
"132","604280400","023S070122","264%20S%20CECIL%20ST","MUSA_10115"
"133","604280400","023S070122","264%20S%20CECIL%20ST","MUSA_10116"
"134","172379900","134N240335","5738%20N%2020TH%20ST","MUSA_10117"
"135","406001100","038S150054","2550%20S%2064TH%20ST","MUSA_10118"
"136","OPA IS ZERO LENGTH","0Length","9554%20%20JAMES%20ST","MUSA_10119"
"137","572197641","153N020501","9267%20%20ANGUS%20PL","MUSA_1012"
"138","221245600","087N010052","6411%20%20BELFIELD%20AV","MUSA_10120"
"139","133029300","047N130133","224%20%20APSLEY%20ST","MUSA_10121"
"140","OPA IS ZERO LENGTH","0Length","1300%20W%20TABOR%20RD","MUSA_10122"
"141","353000210","066N060223","105%20%20DEVEREAUX%20AV","MUSA_10123"
"142","881061200","0Length","519%20%20KING%20ST","MUSA_10124"
"143","885806780","001N060070","912%20%20ARCH%20ST","MUSA_10125"
"144","353063700","125N010084","758%20%20HELLERMAN%20ST","MUSA_10126"
"145","532085500","144N050079","1032%20%20KERPER%20ST","MUSA_10127"
"146","433184100","101N110201","4035%20N%20BROAD%20ST","MUSA_10128"
"147","92026500","120N060207","157%20W%20DURHAM%20ST","MUSA_10129"
"148","OPA IS ZERO LENGTH","0Length","1500%20%20PATTISON%20AV","MUSA_1013"
"149","871550250","011S220040","1500%20S%2026TH%20ST","MUSA_10130"
"150","261232200","044S060380","2855%20S%20SYDENHAM%20ST","MUSA_10131"
"151","881224500","0Length","8114%20%20VERREE%20RD","MUSA_10132"
"152","875103750","0Length","100%20E%20TUSCULUM%20ST","MUSA_10133"
"153","521189800","068N060004","4804%20%20CONSHOHOCKEN%20AV","MUSA_10134"
"154","34085200","028S050129","5854%20%20WARRINGTON%20AV","MUSA_10135"
"155","778508000","152N210018","3301%20%20SOLLY%20AV","MUSA_10136"
"156","233106300","157N050108","4929%20%20PENNWAY%20ST","MUSA_10137"
"157","871575150","043S170025","2354%20S%20BONSALL%20ST","MUSA_10138"
"158","122116305","085N210014","802%20E%20CHELTEN%20AV","MUSA_10139"
"159","652264200","136N170086","8753%20%20JACKSON%20ST","MUSA_1014"
"160","871600105","007S200506","812%20%20WASHINGTON%20AV","MUSA_10140"
"161","71433100","036N080119","2943%20%20RUTLEDGE%20ST","MUSA_10141"
"162","432092000","045N200185","3651%20N%207TH%20ST","MUSA_10142"
"163","882966445","122N220156","4446%20N%20AMERICAN%20ST","MUSA_10143"
"164","341050300","063N050049","6111%20%20CALLOWHILL%20ST","MUSA_10144"
"165","881216000","135N050568","6060%20%20CRESCENTVILLE%20RD","MUSA_10145"
"166","881450830","061N130209","5524%20%20HAVERFORD%20AV","MUSA_10146"
"167","OPA IS ZERO LENGTH","0Length","8631%20%20MIDLAND%20AV","MUSA_10147"
"168","442271400","061N020206","441%20N%2052ND%20ST","MUSA_10148"
"169","OPA IS ZERO LENGTH","0Length","11201%20%20ACADEMY%20RD","MUSA_10149"
"170","882055190","013S020011","1851%20S%20CHRISTOPHER COLUMBUS%20BLVD","MUSA_1015"
"171","OPA IS ZERO LENGTH","0Length","1500%20%20RUAN%20ST","MUSA_10150"
"172","71229800","036N060268","539%20E%20CAMBRIA%20ST","MUSA_10151"
"173","243027500","057N120361","3815%20%20OLIVE%20ST","MUSA_10152"
"174","132077800","101N200050","4250%20N%20HICKS%20ST","MUSA_10153"
"175","885786940","034S070327","2435%20S%207TH%20ST","MUSA_10154"
"176","881094500","087N100125","1310%20E%20JOHNSON%20ST","MUSA_10155"
"177","772534700","003N220026","1700%20%20SPRING GARDEN%20ST","MUSA_10156"
"178","OPA IS ZERO LENGTH","0Length","4300%20%20ALMOND%20ST","MUSA_10157"
"179","422157000","123N010185","422%20W%20RUSCOMB%20ST","MUSA_10158"
"180","404280500","026S020055","7301%20S%20BUIST%20ST","MUSA_10159"
"181","NONE FOUND","NONE FOUND","7720%20%20STENTON EVEN%20AV","MUSA_1016"
"182","181458700","018N020079","452%20%20MEMPHIS%20ST","MUSA_10160"
"183","314255100","020N110078","2500%20E%20LEHIGH%20AV","MUSA_10161"
"184","405881700","050S050076","7823%20%20VENUS%20PL","MUSA_10162"
"185","232379100","089N060199","4664%20%20TORRESDALE%20AV","MUSA_10163"
"186","582442000","153N200430","10134%20%20JEANES%20ST","MUSA_10164"
"187","OPA IS ZERO LENGTH","0Length","5301%20%20TACONY%20ST","MUSA_10165"
"188","881216000","135N050568","6060%20%20CRESCENTVILLE%20RD","MUSA_10166"
"189","OPA IS ZERO LENGTH","0Length","02%20%20PIA%20","MUSA_10167"
"190","471255500","014N080096","1707%20N%2017TH%20ST","MUSA_10168"
"191","552393300","111N200415","6546%20%20COTTAGE%20ST","MUSA_10169"
"192","881146000","009N190388","1220%20N%20BROAD%20ST","MUSA_1017"
"193","363268800","013S160382","1715%20S%2021ST%20ST","MUSA_10170"
"194","661036100","158N150083","3378%20%20CHESTERFIELD%20RD","MUSA_10171"
"195","881799700","009N010065","1537%20%20POPLAR%20ST","MUSA_10172"
"196","232171700","088N170097","1642%20%20FOULKROD%20ST","MUSA_10173"
"197","342324500","069N010182","1431%20N%20HIRST%20ST","MUSA_10174"
"198","433399200","101N160110","4100%20%20OLD YORK%20RD","MUSA_10175"
"199","572254200","153N010370","9250%20%20ANNAPOLIS%20RD","MUSA_10176"
"200","611408700","119N180133","532%20%2066TH%20AV","MUSA_10177"
"201","282041500","032N020287","2445%20N%20MYRTLEWOOD%20ST","MUSA_10178"
"202","604179200","023S200083","5832%20%20PINE%20ST","MUSA_10179"
"203","OPA IS ZERO LENGTH","0Length","1101%20N%2063RD%20ST","MUSA_1018"
"204","OPA IS ZERO LENGTH","0Length","4445%20%20HOLDEN%20ST","MUSA_10180"
"205","404345800","041S220071","7133%20%20GUYER%20AV","MUSA_10181"
"206","71409200","037N120112","3036%20%20ORMES%20ST","MUSA_10182"
"207","562028200","104N170141","2231%20%20FULLER%20ST","MUSA_10183"
"208","133008800","047N120013","252%20%20BERKLEY%20ST","MUSA_10184"
"209","611418100","135N160045","221%20%2067TH%20AV","MUSA_10185"
"210","342061400","068N230174","6118%20%20JEFFERSON%20ST","MUSA_10186"
"211","871568190","100N140174","3964%20N%207TH%20ST","MUSA_10187"
"212","871568190","100N140174","3964%20N%207TH%20ST","MUSA_10188"
"213","432076800","045N200194","3644%20N%206TH%20ST","MUSA_10189"
"214","401067900","028S110026","1934%20S%20REDFIELD%20ST","MUSA_1019"
"215","561257774","148N060332","7536%20%20ROOSEVELT%20BLVD","MUSA_10190"
"216","OPA IS ZERO LENGTH","0Length","555%20S%20CHRISTOPHER COLUMBUS%20BLVD","MUSA_10191"
"217","351264400","137N240267","612%20%20ANCHOR%20ST","MUSA_10192"
"218","OPA IS ZERO LENGTH","0Length","1455%20%20FRANKLIN MILLS%20CIR","MUSA_10193"
"219","392099900","031S060386","320%20%20WINTON%20ST","MUSA_10194"
"220","882892500","013S040020","1700%20S%20CHRISTOPHER COLUMBUS%20BLVD","MUSA_10195"
"221","621102300","141N190158","1514%20%20ALCOTT%20ST","MUSA_10196"
"222","OPA IS ZERO LENGTH","0Length","4200%20N%20PARK%20AV","MUSA_10197"
"223","885924100","150N090070","14000%20%20TOWNSEND%20RD","MUSA_10198"
"224","632231300","149N200547","8900%20%20ALICIA%20ST","MUSA_10199"
"225","171221800","139N050274","1850%20%20ROSELYN%20ST","MUSA_102"
"226","881155939","0Length","230%20N%2057TH%20ST","MUSA_1020"
"227","406077100","042S110117","2608%20%20BONAFFON%20TER","MUSA_10200"
"228","232293900","088N230123","4817%20%20HAWTHORNE%20ST","MUSA_10201"
"229","32143400","024S100044","5918%20%20CEDAR%20AV","MUSA_10202"
"230","364341500","012S200287","1611%20S%2028TH%20ST","MUSA_10203"
"231","784337400","145N110066","8730%20%20OLD LINE%20RD","MUSA_10204"
"232","OPA IS ZERO LENGTH","0Length","2400%20%20BEACH%20ST","MUSA_10205"
"233","172371900","142N140168","5629%20N%2020TH%20ST","MUSA_10206"
"234","432150200","045N220083","3661%20N%20MARVINE%20ST","MUSA_10207"
"235","391132000","034S040032","220%20%20RITNER%20ST","MUSA_10208"
"236","21011800","006S180157","722%20%20CHRISTIAN%20ST","MUSA_10209"
"237","776169000","0Length","5305%20%20GERMANTOWN%20AV","MUSA_1021"
"238","881302000","001S070142","1229%20%20CHESTNUT%20ST","MUSA_10210"
"239","882695100","0Length","427%20%20FRANKLIN MILLS%20CIR","MUSA_10211"
"240","394202900","015S090303","1907%20S%20SARTAIN%20ST","MUSA_10212"
"241","884006394","008S060161","2300%20%20WASHINGTON%20AV","MUSA_10213"
"242","122301200","086N100074","5668%20%20ARDLEIGH%20ST","MUSA_10214"
"243","232090200","088N080182","1746%20%20ORTHODOX%20ST","MUSA_10215"
"244","252268300","023N210080","2143%20E%20CLEMENTINE%20ST","MUSA_10216"
"245","OPA IS ZERO LENGTH","0Length","1618%20%20POPLAR%20ST","MUSA_10217"
"246","662465400","153N160768","4427%20%20CROSLAND%20RD","MUSA_10218"
"247","621510300","130N130018","5714%20%20LEONARD%20ST","MUSA_10219"
"248","364307000","011S220352","1541%20S%20ETTING%20ST","MUSA_1022"
"249","332030200","104N140081","1549%20E%20LUZERNE%20ST","MUSA_10220"
"250","482414810","0Length","1800%20S%2032ND%20ST","MUSA_10221"
"251","592139400","052N180003","500%20E%20WASHINGTON%20LA","MUSA_10222"
"252","482220100","016S150126","2010%20S%20CROSKEY%20ST","MUSA_10223"
"253","886761490","053N080303","300%20E%20RITTENHOUSE%20ST","MUSA_10224"
"254","431003500","0Length","633%20W%20SEDGLEY%20AV","MUSA_10225"
"255","162148700","030N020132","2231%20N%20WOODSTOCK%20ST","MUSA_10226"
"256","886651201","007N050153","1515%20%20FAIRMOUNT%20AV","MUSA_10227"
"257","884190800","024N190026","3000%20E%20ONTARIO%20ST","MUSA_10228"
"258","403043600","029S210073","2023%20S%2067TH%20ST","MUSA_10229"
"259","363111500","012S170072","2052%20%20MOUNTAIN%20ST","MUSA_1023"
"260","OPA IS ZERO LENGTH","0Length","5650%20%20SPRAGUE%20ST","MUSA_10230"
"261","OPA IS ZERO LENGTH","089N200016","2200%20%20BRIDGE%20ST","MUSA_10231"
"262","452378200","024N140155","3256%20%20JASPER%20ST","MUSA_10232"
"263","881230500","106N080037","8229%20%20ROOSEVELT%20BLVD","MUSA_10233"
"264","886761340","0Length","2411%20N%2011TH%20ST","MUSA_10234"
"265","881171700","0Length","1901%20%20FAUNCE%20ST","MUSA_10235"
"266","234128800","130N160121","1230%20%20HARRISON%20ST","MUSA_10236"
"267","362275500","010S080137","1344%20S%2031ST%20ST","MUSA_10237"
"268","OPA IS ZERO LENGTH","0Length","833%20%20RANSTEAD%20ST","MUSA_10238"
"269","OPA IS ZERO LENGTH","0Length","1201%20%20ADMIRAL PEARY%20WAY","MUSA_10239"
"270","886600600","018S110008","6250%20%20WALNUT%20ST","MUSA_1024"
"271","572059365","157N120271","2871%20%20TREMONT%20ST","MUSA_10240"
"272","411300800","111N190263","6628%20%20TORRESDALE%20AV","MUSA_10241"
"273","OPA IS ZERO LENGTH","0Length","1400%20%20CHANCELLOR%20ST","MUSA_10242"
"274","412349700","115N050466","6832%20%20DITMAN%20ST","MUSA_10243"
"275","581302200","157N180274","9732%20%20WALLEY%20AV","MUSA_10244"
"276","871562900","111N180045","4844%20%20UNRUH%20AV","MUSA_10245"
"277","61212400","056N150109","419%20N%2041ST%20ST","MUSA_10246"
"278","881507600","003S120027","919%20%20PINE%20ST","MUSA_10247"
"279","34021200","025S190086","5859%20%20ANGORA%20TER","MUSA_10248"
"280","612185700","141N050164","411%20%20ROSELYN%20ST","MUSA_10249"
"281","372365600","035N160261","1321%20W%20AUBURN%20ST","MUSA_1025"
"282","882922085","086N200210","6804%20%20MARTINS MILL%20RD","MUSA_10250"
"283","OPA IS ZERO LENGTH","0Length","2100%20N%20FAIRHILL%20ST","MUSA_10251"
"284","101262400","121N140066","1600%20%20HAINES%20ST","MUSA_10252"
"285","OPA IS ZERO LENGTH","0Length","844%20N%2029TH%20ST","MUSA_10253"
"286","261133700","041S060155","2418%20S%20CARLISLE%20ST","MUSA_10254"
"287","212525460","146N020056","9028%20%20AYRDALE%20CRES","MUSA_10255"
"288","321216000","016N060200","1907%20N%2018TH%20ST","MUSA_10256"
"289","886907010","118N020028","4051%20%20FORD%20RD","MUSA_10257"
"290","881138000","0Length","8400%20%20LINDBERGH%20BLVD","MUSA_10258"
"291","92088200","120N060110","7132%20%20BRYAN%20ST","MUSA_10259"
"292","344153400","067N150113","7311%20%20BROOKHAVEN%20RD","MUSA_1026"
"293","343158700","065N150130","7433%20%20RHOADS%20ST","MUSA_10260"
"294","OPA IS ZERO LENGTH","069N090062","5905%20%20NASSAU%20ST","MUSA_10261"
"295","281016300","034N200255","2741%20N%20TAYLOR%20ST","MUSA_10262"
"296","884018956","016N200100","1121%20N%20DELAWARE%20AV","MUSA_10263"
"297","351295200","137N210085","566%20E%20CHELTENHAM%20AV","MUSA_10264"
"298","71518800","037N100172","3033%20%20GRANSBACK%20ST","MUSA_10265"
"299","OPA IS ZERO LENGTH","118N070054","3900%20%20CITY%20AV","MUSA_10266"
"300","191321800","029N150212","2233%20N%20REESE%20ST","MUSA_10267"
"301","172032900","134N090098","5345%20N%20CARLISLE%20ST","MUSA_10268"
"302","222213600","097N100099","6809%20%20CLEARVIEW%20ST","MUSA_10269"
"303","463046900","022S210072","5428%20%20CEDAR%20AV","MUSA_1027"
"304","881103100","089N010209","1655%20%20HARRISON%20ST","MUSA_10270"
"305","21393800","006S120125","922%20E%20MOYAMENSING%20AV","MUSA_10271"
"306","OPA IS ZERO LENGTH","0Length","8400%20%20WILLIAMS%20AV","MUSA_10272"
"307","133143300","047N090109","4927%20%20MORRIS%20ST","MUSA_10273"
"308","71409200","037N120112","3036%20%20ORMES%20ST","MUSA_10274"
"309","381095900","037N020051","2920%20N%20STILLMAN%20ST","MUSA_10275"
"310","884217502","036S170027","5213%20%20GRAYS%20AV","MUSA_10276"
"311","41006200","061N110047","5508%20%20RACE%20ST","MUSA_10277"
"312","OPA IS ZERO LENGTH","0Length","658%20W%20TUSCULUM%20ST","MUSA_10278"
"313","OPA IS ZERO LENGTH","0Length","8101%20%20OXFORD%20AV","MUSA_10279"
"314","604039705","018S180024","5614%20%20WALNUT%20ST","MUSA_1028"
"315","OPA IS ZERO LENGTH","0Length","3400%20N%206TH%20ST","MUSA_10280"
"316","OPA IS ZERO LENGTH","0Length","6100%20%20KEYSTONE%20ST","MUSA_10281"
"317","882966780","088N180082","1653%20%20MEADOW%20ST","MUSA_10282"
"318","361240300","008S060218","2220%20%20ELLSWORTH%20ST","MUSA_10283"
"319","252487805","022N110006","3114%20%20FRANKFORD%20AV","MUSA_10284"
"320","662529800","153N130082","3627%20%20NEWBERRY%20RD","MUSA_10285"
"321","663036900","142N210148","3115%20%20MORNING GLORY%20RD","MUSA_10286"
"322","881222700","090N220060","1320%20%20FOULKROD%20ST","MUSA_10287"
"323","33083300","024S230084","6021%20%20CARPENTER%20ST","MUSA_10288"
"324","871171750","009S240048","1528%20%20WHARTON%20ST","MUSA_10289"
"325","112278300","041N230041","3338%20N%20UBER%20ST","MUSA_1029"
"326","OPA IS ZERO LENGTH","0Length","9600%20%20EVANS%20ST","MUSA_10290"
"327","433040800","100N130143","3941%20N%20REESE%20ST","MUSA_10291"
"328","12492400","011S140216","1525%20S%2013TH%20ST","MUSA_10292"
"329","OPA IS ZERO LENGTH","0Length","2901%20%20VARE%20AV","MUSA_10293"
"330","341017700","062N220089","6023%20%20RACE%20ST","MUSA_10294"
"331","OPA IS ZERO LENGTH","086N020117","800%20E%20WASHINGTON%20LA","MUSA_10295"
"332","884292520","155N180083","14005%20%20MCNULTY%20RD","MUSA_10296"
"333","551002218","141N200215","3042%20%20ROBBINS%20AV","MUSA_10297"
"334","881132010","125N210177","7205%20%20RISING SUN%20AV","MUSA_10298"
"335","881232502","126N010090","8239%20%20FRANKFORD%20AV","MUSA_10299"
"336","62309800","057N030342","853%20N%2043RD%20ST","MUSA_103"
"337","71480600","037N110184","3029%20%20BOUDINOT%20ST","MUSA_1030"
"338","233073400","138N050111","5052%20%20WHITAKER%20AV","MUSA_10300"
"339","252256900","023N210065","2100%20E%20CLEMENTINE%20ST","MUSA_10301"
"340","OPA IS ZERO LENGTH","0Length","3400%20N%20WATER%20ST","MUSA_10302"
"341","531003400","145N160028","1310%20%20VAN KIRK%20ST","MUSA_10303"
"342","252294300","022N110256","2032%20E%20WISHART%20ST","MUSA_10304"
"343","886603400","046N150020","507%20%20MANHEIM%20ST","MUSA_10305"
"344","881211750","0Length","6105%20%20WAYNE%20AV","MUSA_10306"
"345","OPA IS ZERO LENGTH","0Length","200%20E%20LIPPINCOTT%20ST","MUSA_10307"
"346","531020400","142N090276","1310%20%20MCKINLEY%20ST","MUSA_10308"
"347","351184500","139N220267","883%20%20BRILL%20ST","MUSA_10309"
"348","881212800","052N020328","250%20E%20JOHNSON%20ST","MUSA_1031"
"349","282023000","033N220514","2605%20N%20HOLLYWOOD%20ST","MUSA_10310"
"350","343367100","066N120081","1626%20%20MERIBROOK%20RD","MUSA_10311"
"351","71120900","036N110206","2935%20%20MUTTER%20ST","MUSA_10312"
"352","233074300","138N050079","5070%20%20WHITAKER%20AV","MUSA_10313"
"353","OPA IS ZERO LENGTH","0Length","3700%20%20GRATZ%20ST","MUSA_10314"
"354","882930415","088N070303","4441%20%20FRANKFORD%20AV","MUSA_10315"
"355","871400575","155N110302","10253%20%20BUSTLETON%20AV","MUSA_10316"
"356","421326900","087N120171","4857%20%20B%20ST","MUSA_10317"
